"RT @UN: The #COVID19 pandemic has unleashed an unprecedented crisis, slowing the progress of #GlobalGoals &amp; disproportionately affecting th…",116,263,PBustillosc,"['COVID19', 'GlobalGoals']"
RT @DrZweliMkhize: #COVID19 statistics in SA as at 07 July 2020. https://t.co/jbzIXwK3gq,258,843,Cleoricious,['COVID19']
RT @justgeorgeous2: @MarkMcGowanMP #URGENT WE need to increase quarantine time now that Australia has #covid19 numbers down. The incubation…,909,1,filmstvandlife,"['URGENT', 'covid19']"
RT @dirgarambe: Berbagai bukti terbaru menunjukkan #COVID19 dpt menular melalui udara (airborne). Meskipun penularan utama ttp melalui drop…,335,1630,RinieAntika,['COVID19']
"RT @himantabiswa: Condolences.   Sad to inform that Jitendra Prasad (30) from Majbat, Udalguri admitted on July 7 at Tezpur Medical College…",1,86,TanzilR12087392,[]
RT @Tombx7M: Can you imagine this  #FoxAndFriends #MorningJoe #Trump2020 #KAG2020  #COVID19 #WednesdayThoughts #WednesdayWisdom https://t.c…,3043,4,PassTheTe,"['FoxAndFriends', 'MorningJoe', 'Trump2020', 'KAG2020', 'COVID19', 'WednesdayThoughts', 'WednesdayWisdom']"
"RT @JapenSarawak: RT @JPenerangan Jika anda bergejala, elakkan bersalaman atau bersentuhan dengan orang lain.  #COVID19 #KitaTeguhKitaMenan…",21,27,InfoBebop,['COVID19']
RT @BoneJointJ: JUST PUBLISHED!: The theoretical mortality risk of an asymptomatic patient with a negative SARS-CoV-2 test developing COVID…,529,14,DuckworthOrthEd,[]
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",21,2942,sidonuopis,['COVID19']
RT @PatrickREBroker: Congratulations!!! #AutismAwareness #AutismDoesntEndAtFord #COVID19  https://t.co/1rhz9oEic8,1150,4,autismbot2,"['AutismAwareness', 'AutismDoesntEndAtFord', 'COVID19']"
RT @ASBMB: The ASBMB opposes the U.S. Immigration and Customs Enforcement decision to deny F-1 visas this fall to international students wh…,224,12,Lepresearch,[]
RT @MoHFW_INDIA: #CoronaVirusUpdates #IndiaFightsCorona  10 hospitals with more than 1000 beds in #Mumbai &amp; #Goa to participate in the 1st…,18,6,satya_angara,"['CoronaVirusUpdates', 'IndiaFightsCorona', 'Mumbai', 'Goa']"
"RT @UNAIDS: ""No one is safe until all of us are safe.""   Join @Winnie_Byanyima and @patrickgaspard from @OpenSociety as they talk about the…",964,40,OpolotAkwang,[]
not much to 'advise' on given the slashes to research budgets &amp; closure of projects due to #COVID19,1816,0,BuchananLiz,['COVID19']
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",173,2942,CharCrnll,['COVID19']
"Bank Negara Malaysia mengurangkan Kadar Dasar Semalaman (OPR) kepada 1.75 peratus Maklumat Sahih, Jenama Dipercayai #BeritaRTM #RTM #COVID19 #PKPP #KitaJagaKita #KitaMestiMenang #KomunikasiKita #PelanPemulihanEkonomi #PENJANA #BersamaMenjanaEkonomi #KerajaanPrihatin #BNM #OPR https://t.co/KUBWvAy5wo",48436,0,beritartm,"['BeritaRTM', 'RTM', 'COVID19', 'PKPP', 'KitaJagaKita', 'KitaMestiMenang', 'KomunikasiKita', 'PelanPemulihanEkonomi', 'PENJANA', 'BersamaMenjanaEkonomi', 'KerajaanPrihatin', 'BNM', 'OPR']"
RT @antonioguterres: Ebola. HIV/AIDS. #COVID19.  Diseases transmitted from animals to humans are becoming more prevalent as habitat loss &amp;…,16,344,PhmnhLong13,['COVID19']
"RT @GlobalGoalsUN: BREAKING: @UN report finds #COVID19 is reversing decades of progress on poverty, healthcare and education   The effects…",2000,463,BernODonoghue,['COVID19']
RT @JapenSarawak: RT @JPenerangan Marilah kita bersama-sama lindungi zon hijau. Lindungilah kawasan anda.  #COVID19 #KitaTeguhKitaMenang #K…,21,27,InfoBebop,"['COVID19', 'KitaTeguhKitaMenang']"
"RT @DeputacionOU: En @LaRegion, entrevista al músico Jhonathan Ferreira Vázquez, quien hoy a las 11.30 h, será el #GaiteiroDeLaCatedral. #O…",184,3,Pilicaride,['GaiteiroDeLaCatedral']
RT @westernghatboy: South Indian states should come together and make a proper plan to tackle #COVID19 and Economic recession. Please stop…,2547,2,LinBiYao,['COVID19']
The latest The Healthcare News Daily! https://t.co/fuWCuUoGcj #covid19 #slowthespread,537,0,ClearMedNetwork,"['covid19', 'slowthespread']"
The likelihood of COVID-19 being spread on shoes and infecting individuals is very low via @WHO  #COVID19 #Coronavirus #PakVoices https://t.co/y1RqcribDN,602,0,pakvoices,"['COVID19', 'Coronavirus', 'PakVoices']"
RT @KemenkesRI: Update situasi terkini perkembangan #COVID19 di Indonesia (8/7)   (Sebuah utas)  #BersatuLawanCovid19 #dirumahaja #JagaJara…,611,49,arif_raytama,"['COVID19', 'BersatuLawanCovid19', 'dirumahaja']"
RT @Craig_A_Spencer: I’ve seen hundreds of #COVID19 patients. Mark Meadows has seen none.  Please do not listen to these damn fools.  Nearl…,20,10050,TamsterLu72,['COVID19']
"RT @fabien_gay: #BourdinDirect Le premier ministre Jean #Castex remet donc le couvert sur la #ReformeDesRetraites. Pour rappel, si le systè…",195,63,sylvielasninas,"['BourdinDirect', 'Castex', 'ReformeDesRetraites']"
RT @MADECORESS: One of our key strengths is to quickly adapt to disruptions while maintaining continuous #business operation   We are alway…,1746,3,AdenaikeToba,['business']
"RT @Lalitha_Ranjani: Amidst soaring #COVID19 cases in Madurai, a restaurant chain introduces 'face mask' parotta, 'corona' rava dosa &amp; 'cor…",159,50,sathiyapg29,['COVID19']
RT @PIBImphal: #IndiaFightsCorona Be care about your mental health aslo. For any psychosocial support please call NIMHANS helpline #080-461…,588,2,anthonythokchom,['IndiaFightsCorona']
Read the latest #research from @StreetGames that gives a voice to 200 young people from across their network to share their experience of the #Covid19 crisis https://t.co/Xd2LuXRcDB,1051,0,BelongNetwork,"['research', 'Covid19']"
"RT @ABSCBNNews: Zamora says 7 residents in Brgy Balong Bato and 5 in Brgy Progreso, San Juan tested positive for #COVID19 | via @angelmovido",78,1,SianongSardinas,['COVID19']
RT @INAMEH: #INAMEHInforma Mapa probabilidades de Riesgo de propagación del #COVID19 y su correlación con las variables de temperaturas máx…,78,33,Jose_Salgueiro3,"['INAMEHInforma', 'COVID19']"
Keine unerlaubte Verzerrung des Wettbewerbs befürchtet: Die #EU-Kommission hat den von der Bundesregierung eingerichteten #Rettungsschirm für Unternehmen genehmigt. @vestager #Corona #covid19 https://t.co/YtsZ8lJYq6,628515,0,ZDFheute,"['EU', 'Rettungsschirm', 'Corona', 'covid19']"
"RT @PBNS_India: Chief information security officer in PMO, Gulshan Rai says “there has been a 200% rise in cyber incidents in the country i…",52,9,Singh_RajeevRaj,[]
1. Akumulasi kasus terkonfirmasi positif #COVID19 hingga 8 Juli 2020 pukul 12.00 WIB ada 68.079 kasus dengan 31.585 sembuh dan 3.359 meninggal.   Adapun wilayah terdampak yakni 34 Provinsi dan 456 Kabupaten/Kota.,401582,0,KemenkesRI,['COVID19']
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",200,2982,DizziChick25,['COVID19']
RT @soloyochapin: @mmpadellan @realDonaldTrump Ten fold is the amount of Americans death of #COVID19 under inept @realDonaldTrump compare t…,196,121,EpiRebecca,['COVID19']
RT @AnonymeCitoyen: Contexte: Le Président est accusé d'avoir utilisé l'épidémie de #COVID19 a des fins politiques pour accentuer ses prati…,3357,4,AnonymeCitoyen2,['COVID19']
RT @siemaiqbal: Now the clapping has stopped the slapping has started.   #COVID19 https://t.co/2RAl1gRMUm,1975,110,SadekHamid,['COVID19']
RT @OBichero: Singladura #humorgalego #humor #davila #obichero #covid19 #covid_19 https://t.co/igdLoi6qRf,116,27,FacuGVP,"['humorgalego', 'humor', 'davila', 'obichero', 'covid19', 'covid_19']"
RT @VGSDeV: Allein in Berlin wurden bislang 6.547 Anträge auf Entschädigung nach dem Infektionsschutzgesetz gestellt. Das hat der Berliner…,65,1,betheredothat,[]
#COVID19 has sparked changes in delivery networks. Learn telehealth strategies your organization can use to improve patient access to care. https://t.co/FXThz0yIpi,301,0,puneegu,['COVID19']
"RT @ThatTimWalker: To be clear, Johnson’s Government originally told the NHS to free up beds by discharging #COVID19 patients into #carehom…",231,548,NeilPhilpott,['COVID19']
"RT @maryashakil: Despite the protocol for burial and cremation, the horror continues in Delhi. How will these families ever get closure? Re…",90,31,AnsariRashika,[]
RT @BBCRosAtkins: Detailed look at the surge of #COVID19 cases in Victoria state in Australia - and what the authorities are doing about it…,1338,9,sciencebelinda,['COVID19']
RT @BloodDonorsIn: #Delhi Need #Blood Type :  O-positive At : Max Saket Blood Component : Need Plasma from O+ve #COVID19 recovered patient.…,213,32,KeekeeNo7,"['Delhi', 'Blood', 'COVID19']"
Pronósticos e investigaciones del  #COVID19 - @Aepsal https://t.co/ix2sRbASEF https://t.co/36SiR4T26T,5491,0,ecoordina,['COVID19']
RT @DiseaseEcology: Is re-instituting lockdowns necessary to stop rapidly rising #COVID19 cases globally? Answer: No. But we're failing at…,8,743,PaulFouche14,['COVID19']
RT @CllrBSilvester: Dam is beginning to burst. Wave after wave of people now calling out #COVID19 for the scam &amp; hoax it is. Folks are waki…,285,182,a5a2a335e2fa44e,['COVID19']
"""We have been talking about the possibility of airborne transmission and aerosol transmission as one of the modes of transmission of #COVID19,"" technical lead on the COVID-19 pandemic at the WHO, #MariaVanKerkhove, said.",6889,0,JKviews,"['COVID19', 'MariaVanKerkhove']"
RT @NAKMASNGB: #covid19 #coronavirus #martialarts https://t.co/I3WzLyTIrp,146,1,KARATEKKS,"['covid19', 'coronavirus', 'martialarts']"
@chaturaalwis 2nd wave...... anything possible and anything could happens. responsibility relies on ourselves #SriLanka #Covid19 #lka,518,0,niroshanad,"['SriLanka', 'Covid19', 'lka']"
The University of Johannesburg is stepping up the fight against COVID-19 using #3D printing. #UJ #COVID19 @go2uj https://t.co/m1RB2Uhkt6,25706,0,ITWeb,"['3D', 'UJ', 'COVID19']"
"The #WHO on Tuesday acknowledged ""evidence emerging"" of the airborne spread of #COVID19, after a group of scientists urged the global body to update its guidance on how the respiratory disease passes between people. https://t.co/ZMx2ixVEzz",6889,0,JKviews,"['WHO', 'COVID19']"
Flexible resources from #PartnersAtCore such as #Germany are helping @UNDP to rapidly design support to countries through evidence and rights-based multisectoral approaches to tackle #COVID19. We are keeping sight on the #SDGs.  @GermanyUN  @MJaegerT https://t.co/7tX6I91hK6,36289,0,UNDPasiapac,"['PartnersAtCore', 'Germany', 'COVID19', 'SDGs']"
RT @KamranAbbasi: This is as simple a message as you can send to politicians in every country faltering over #COVID19: Complete protection…,113,26,BayronGuillen,['COVID19']
"Oh sure, a once-in-a-generation pandemic may have *tried* to ruin our summer of cricket but it had nothing on the great English weather. #COVID19 #ENGvWI https://t.co/ptuys9k5na",651,0,psmedic,"['COVID19', 'ENGvWI']"
RT @Edelhart: SARS-CoV-2. WHO vandaag: verspreiding via aerosol kan niet worden uitgesloten. Well duh. https://t.co/IsDgJhaA1S #coronavirus…,1590,1,Ilona_,['coronavirus']
"Afirmar que por haber utilizado remedios o medicamentos desaparecieron los síntomas porque ocurrió la curación es una especulación. La #COVID19  es una enfermedad autolimitada, o sea, aun sin tratamiento por lo general no acurren grandes complicaciones ni la muerte. 2/n",824,0,josealberto_gc,['COVID19']
#COVID19 coronavirus who update: WHO acknowledges 'evidence emerging' of airborne spread of COVID-19 - The Economic Times https://t.co/OO8I56FsGP,8,0,Bhairavee_Oza,['COVID19']
Esta recomendación no es adecuada y podría causar daño significativo a la salud. Abro hilo con algunas consideraciones fundamentales. #FactCheck #FactsMatter #coronavirus #COVID19  1/n https://t.co/pKw21hL3mo,824,0,josealberto_gc,"['FactCheck', 'FactsMatter', 'coronavirus', 'COVID19']"
"#Goa will start treating #Covid19 patients in a critical condition with blood #plasmatherapy from next week, Chief Minister #PramodSawant (@DrPramodPSawant) said on Wednesday.  #coronavirus https://t.co/iYx8szW7L7",50396,0,ians_india,"['Goa', 'Covid19', 'plasmatherapy', 'PramodSawant', 'coronavirus']"
"RT @AFD_France: #Inégalités Face aux conséquences sanitaires, sociales &amp; économiques dévastatrices de la pandémie de #Covid19, notamment ds…",6289,3,expertisefrance,"['Inégalités', 'Covid19']"
"RT @IdiazAyuso: La @ComunidadMadrid tendrá este otoño el primer hospital de pandemias junto a un aeropuerto del mundo, fruto de la experien…",15,1877,luisamaribe,[]
RT @CNNIndonesia: #DataTerbaruCorona 1.853 orang dinyatakan positif #covid19 per Rabu (8/7). Angka positif ini menjadi angka penambahan ter…,921,153,pritaditya,"['DataTerbaruCorona', 'covid19']"
#COVID19 has disabled the #disabled and #vulnerable even more. Initially society needed to identfy the issues but NOW its time to address these with REAL solutions. Business says it cares about its customers. NOW is the time to prove it. Investigate #WelcoMeApp link for more info https://t.co/GEUk2oDB1s,4695,0,neatebox,"['COVID19', 'disabled', 'vulnerable', 'WelcoMeApp']"
"RT @epaphotos: A health personnel carries out a test for the Covid-19 coronavirus on a woman in the town of Alajuelita, west of San Jose, C…",2367,1,john1966olsen,[]
"RT @CiroGomezL: Pacientes con síntomas de #Covid19 esperan por horas para ser atendidos en el Hospital Juan Graham, en Villahermosa, #Tabas…",28,115,HildaOchoaLacay,['Covid19']
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",37,2982,mgreen0307,['COVID19']
RT @BloodDonorsIn: #Delhi Need #Blood Type :  O-positive At : Max Saket Blood Component : Need Plasma from O+ve #COVID19 recovered patient.…,189,32,mohan_selvam,"['Delhi', 'Blood', 'COVID19']"
"RT @nsui: Students' life is more important than exam. In this situation when #Covid19 cases raising day by day, taking examination can be d…",19,154,PARULSI21091999,['Covid19']
RT @DrZweliMkhize: #COVID19 statistics in SA as at 07 July 2020. https://t.co/jbzIXwK3gq,6421,850,IamKhanyah,['COVID19']
RT @Cyberlightltd: #Securitytips  Remember the #internet never forgets  So make sure anything you post on the internet is something that yo…,440,4,dphilantropist,"['Securitytips', 'internet']"
"RT @AlvarezMorenoC: Para recordar: la infección por  SARS-CoV-2 (#COVID19), produce principalmente síntomas respiratorios PERO también prod…",285,235,RoseroHelen,['COVID19']
RT @GovernmentZA: [Read] World Health Organization (WHO) experts have travelled to China where they will work together with their Chinese c…,160,3,Shannon_Parring,[]
RT @DrZweliMkhize: #COVID19 statistics in SA as at 07 July 2020. https://t.co/jbzIXwK3gq,423,850,BumaniM,['COVID19']
A proteção de todos é a prioridade.   Cumpra as nossas recomendações quando utiliza as Estações Ferroviárias. Mantenha o distanciamento social de dois metros ao longo da plataforma.  Faça a Sua Parte. Por Si. Por Todos.  +Info: https://t.co/4zWmVXMD2t  #estamosON #covid19 #IP https://t.co/cLjJf3fEUX,174,0,Infra_PT,"['estamosON', 'covid19', 'IP']"
RT @KKMPutrajaya: Saya menasihatkan rakyat Malaysia terus mematuhi SOP dan mengamalkan langkah-langkah pencegahan setiap masa.   Peperangan…,159,1859,kmlllllllllllll,[]
RT @WHOPhilippines: There are several ways to reduce your risk of COVID-19.   Stay healthy and let's all prevent the spread of #COVID19!  #…,11,151,NasaWright,['COVID19']
RT @TheWritersGuild: Are you a theatre practitioner ineligible for Gov #Covid19 support + out of work since theatres closed on 16 March? Th…,1125,14,KulvinderGill,['Covid19']
RT @spiriman: Siento vergüenza de pertenecer a un colectivo donde ALGUNOS tratáis a los pacientes como “apestaos”.  Entiendo vuestro miedo…,1654,80,funciona24,[]
RT @YemieFASH: We just recorded 76 new cases of #COVID19 in Ondo State and our Isolation center is currently shut down because our doctors…,3187,555,sisi_OPE,['COVID19']
RT @GovernmentZA: [Read] World Health Organization (WHO) experts have travelled to China where they will work together with their Chinese c…,2668,3,Ma_LoJ,[]
"Very sad to hear about 22 positive cases from Red Zone Mohra, Palwar, Patali, Draj of Kotranka Rajouri. Request @dcrajouri @thakurss1 @khabirjk to kindly take care of public of these area youngsters should play part &amp; spread awareness among public. Stay Strong. #COVID19",4423,0,GuftarAhmedCh,['COVID19']
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",5,2982,lvlibra,['COVID19']
RT @UKCovid19Stats: England Daily Coronavirus (COVID-19) Report. #coronavirus #England #Corona #covid19 #Covid19UK https://t.co/sUFrwuwIHy,1698,15,Tetrisnet,"['coronavirus', 'England', 'Corona', 'covid19', 'Covid19UK']"
"RT @ProNaMoSeva: #COVID19 As we cross one crore tests today with positivity rate of 6.73% , Telangana  continues to be way behind  with 1.2…",3,18,SaiTeja80527782,['COVID19']
RT @AnonymeCitoyen: Contexte: Le Président est accusé d'avoir utilisé l'épidémie de #COVID19 a des fins politiques pour accentuer ses prati…,2517,4,rgxhgrg,['COVID19']
RT @njugi_mwangi: Burale is not lying. They were with his brother here kabrare fool. #COVID19 #burale #uhurukenyatta #robertburale https://…,432,28,benjos60,"['COVID19', 'burale', 'uhurukenyatta', 'robertburale']"
RT @JaroGiesbrecht: The PM @JustinTrudeau has done a optimal job dealing with this #COVID19 crisis so far.   The PM has tried to rapidly re…,135,64,RGDancingMan,['COVID19']
RT @BakhtawarBZ: #Pakistan government thinks it can HIDE #Covid19 cases by significantly reducing tests. We have not even tested 1% of our…,1269,126,amjadkhanppp,"['Pakistan', 'Covid19']"
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",908,2982,AVLCD4U2GROWITH,['COVID19']
RT @ABSCBNNews: Sen. Bato dela Rosa confirmed that he will go to the US Embassy to reapply for his US visa once the #COVID19 situation in t…,49,20,Vince90717969,['COVID19']
RT @ChangeOrg_India: Join us for a #TweetChat on cancellation of university exams on 9 July at 5pm.   We will be discussing how the #COVID1…,8,82,JituBeniwal9,['TweetChat']
Proper nutrition and hydration are vital. People who eat a well-balanced diet tend to be healthier with stronger immune systems and lower risk of chronic illnesses and infectious diseases. Drink enough water. #COVID19 https://t.co/PM0Jgqy8Sk,42551,0,WHOEthiopia,['COVID19']
"RT @KELINKenya: ""It's key to build public trust in Kenya. Countries that flattened the curve succeeded as citizens trust State's guidance.…",1696,9,IanOkatch,[]
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",735,2982,iluvmoochie,['COVID19']
"RT @morethanmySLE: ""Dr."" Karen mocking the man documenting her atrocious behavior at a Florida Costco pleading with her to #WearAMask   #CO…",312,843,haigez,['WearAMask']
RT @eurofound: Just published: Minimum wages in 2020: Will COVID-19 derail the quest for fair pay?https://t.co/57qTNtDJxA #minimumwages #CO…,1165,12,CTESC,['minimumwages']
"Higher Education, Science and Innovation Minister, Blade Nzimande will shortly give an update on measures put place in terms of the reopening of universities during the #Covid19 pandemic   #COVID19inSA https://t.co/PGl0JPo2vs",4765,0,Gao_Phala,"['Covid19', 'COVID19inSA']"
"RT @sri50: #India has fastest #COVID19, doubling rate in the world!  #USA 29.4 lakh cases in 51 days #Brazil 16.3 lakh cases in 25 days #In…",120,54,thegauthamvamsi,"['India', 'COVID19', 'USA', 'Brazil']"
"RT @Mahipalsinh_INC: Students' life is more important than exam. In this situation when #Covid19 cases raising day by day, taking examinati…",940,6,upadhyay_bony,['Covid19']
"RT @RepMaxineWaters: Trump said 99% of #COVID19 cases are harmless. Trump is a 99% LIAR! First he called it a hoax, then told people to dri…",53,2982,ttonnes,['COVID19']
RT @mut_bayern: #Corona – Können wir die Büchse der Pandora wieder schließen? Ein Artikel von Arno Pfaffenberger https://t.co/QTnu8Yi61P #t…,88,2,mutunterfranken,['Corona']
RT @latinus_us: PAN pide destituir a López-Gatell por ser un “obstáculo” para la lucha contra #COVID19. #Coronavirus  #Latinus #Información…,224,310,lolaluna1969,"['COVID19', 'Coronavirus', 'Latinus']"
RT @BloodDonorsIn: #Delhi Need #Blood Type :  O-positive At : Max Shalimar Bagh Blood Component : Need Plasma from O+ve #COVID19 recovered…,58,14,its_me_shanmuga,"['Delhi', 'Blood', 'COVID19']"
"RT @smitaprakash: If Gandhi can, you can. #mask #COVID19 #Haryana #India https://t.co/4b067qGgdD",35,88,Sagarmi79032469,"['mask', 'COVID19', 'Haryana', 'India']"
RT @CheetahPlains: You have to wear a mask to prove that you care about me &amp; i have to do the same to prove that i care about you. Wearing…,587,1,GuyMuppet,[]
"RT @nsui: Students' life is more important than exam. In this situation when #Covid19 cases raising day by day, taking examination can be d…",4,153,BhartiKotarya,['Covid19']
"Oman’s coronavirus cases has crossed 50,000 after 1210 new cases were registered on Wednesday. @OmaniMOH @OmanVSCovid19  #coronavirus #covid19 #oman #thearabianstories https://t.co/9wuPWsPHJA",639,0,arabian_stories,"['coronavirus', 'covid19', 'oman', 'thearabianstories']"
"RT @SpeedBird_NCL: U.S. airlines move toward federal loans as COVID-19 surge threatens demand, jobs: https://t.co/2ZnMvz6dq7 #Aviation #Air…",499,1,Feijigirl,['Aviation']
RT @TourismBoardUg: The stakeholder discussion on the post #COVID19 tourism business recovery strategy is ongoing at The Kampala Sheraton H…,250,5,hotelnumber5ug,['COVID19']
